Amplicon,CpG_site,Month_Treatment,Reference.Frequency.P,FishNo,Treatment,Month
foxl2_P,-113,Male.Wild,0.018,Unknown,Male,Wild
foxl2_P,-113,Male.Wild,0.018,Unknown,Male,Wild
foxl2_P,-103,Male.Wild,0.135,Unknown,Male,Wild
foxl2_P,-103,Male.Wild,0.133,Unknown,Male,Wild
foxl2_P,-103,Male.Wild,0.038,Unknown,Male,Wild
foxl2_P,-103,Male.Wild,0.024,Unknown,Male,Wild
foxl2_P,-103,Male.Wild,0.021,Unknown,Male,Wild
foxl2_P,-73,Male.Wild,0.156,Unknown,Male,Wild
foxl2_P,-73,Male.Wild,0.127,Unknown,Male,Wild
foxl2_P,-73,Male.Wild,0.063,Unknown,Male,Wild
foxl2_P,-73,Male.Wild,0.021,Unknown,Male,Wild
foxl2_P,-73,Male.Wild,0.023,Unknown,Male,Wild
foxl2_P,-61,Male.Wild,0.144,Unknown,Male,Wild
foxl2_P,-61,Male.Wild,0.137,Unknown,Male,Wild
foxl2_P,-61,Male.Wild,0.038,Unknown,Male,Wild
foxl2_P,-61,Male.Wild,0.02,Unknown,Male,Wild
foxl2_P,-61,Male.Wild,0.056,Unknown,Male,Wild
foxl2_E1pt2,414,Male.Wild,,Unknown,Male,Wild
foxl2_E1pt2,414,Male.Wild,0.069,Unknown,Male,Wild
foxl2_E1pt2,414,Male.Wild,0.082,Unknown,Male,Wild
foxl2_E1pt2,414,Male.Wild,0.123,Unknown,Male,Wild
foxl2_E1pt2,414,Male.Wild,0.073,Unknown,Male,Wild
foxl2_E1pt2,417,Male.Wild,,Unknown,Male,Wild
foxl2_E1pt2,417,Male.Wild,0.119,Unknown,Male,Wild
foxl2_E1pt2,417,Male.Wild,0.108,Unknown,Male,Wild
foxl2_E1pt2,417,Male.Wild,0.128,Unknown,Male,Wild
foxl2_E1pt2,417,Male.Wild,0.049,Unknown,Male,Wild
foxl2_E1pt2,429,Male.Wild,0.138,Unknown,Male,Wild
foxl2_E1pt2,429,Male.Wild,0.101,Unknown,Male,Wild
foxl2_E1pt2,429,Male.Wild,0.133,Unknown,Male,Wild
foxl2_E1pt2,429,Male.Wild,0.102,Unknown,Male,Wild
foxl2_E1pt2,429,Male.Wild,0.059,Unknown,Male,Wild
foxl2_E1pt2,433,Male.Wild,,Unknown,Male,Wild
foxl2_E1pt2,433,Male.Wild,0.102,Unknown,Male,Wild
foxl2_E1pt2,433,Male.Wild,0.119,Unknown,Male,Wild
foxl2_E1pt2,433,Male.Wild,0.142,Unknown,Male,Wild
foxl2_E1pt2,433,Male.Wild,0.054,Unknown,Male,Wild
foxl2_E1pt2,448,Male.Wild,,Unknown,Male,Wild
foxl2_E1pt2,448,Male.Wild,0.111,Unknown,Male,Wild
foxl2_E1pt2,448,Male.Wild,0.099,Unknown,Male,Wild
foxl2_E1pt2,448,Male.Wild,0.127,Unknown,Male,Wild
foxl2_E1pt2,448,Male.Wild,0.055,Unknown,Male,Wild
foxl2_E1pt2,451,Male.Wild,0.157,Unknown,Male,Wild
foxl2_E1pt2,451,Male.Wild,0.087,Unknown,Male,Wild
foxl2_E1pt2,451,Male.Wild,0.113,Unknown,Male,Wild
foxl2_E1pt2,451,Male.Wild,0.09,Unknown,Male,Wild
foxl2_E1pt2,451,Male.Wild,0.059,Unknown,Male,Wild
foxl2_E1pt2,463,Male.Wild,,Unknown,Male,Wild
foxl2_E1pt2,463,Male.Wild,0.124,Unknown,Male,Wild
foxl2_E1pt2,463,Male.Wild,0.126,Unknown,Male,Wild
foxl2_E1pt2,463,Male.Wild,0.11,Unknown,Male,Wild
foxl2_E1pt2,463,Male.Wild,0.052,Unknown,Male,Wild
foxl2_E1pt2,479,Male.Wild,0.157,Unknown,Male,Wild
foxl2_E1pt2,479,Male.Wild,0.083,Unknown,Male,Wild
foxl2_E1pt2,479,Male.Wild,0.113,Unknown,Male,Wild
foxl2_E1pt2,479,Male.Wild,0.109,Unknown,Male,Wild
foxl2_E1pt2,479,Male.Wild,0.044,Unknown,Male,Wild
foxl2_E1pt2,488,Male.Wild,0.127,Unknown,Male,Wild
foxl2_E1pt2,488,Male.Wild,0.092,Unknown,Male,Wild
foxl2_E1pt2,488,Male.Wild,0.135,Unknown,Male,Wild
foxl2_E1pt2,488,Male.Wild,0.112,Unknown,Male,Wild
foxl2_E1pt2,488,Male.Wild,0.047,Unknown,Male,Wild
foxl2_E1pt2,494,Male.Wild,0.154,Unknown,Male,Wild
foxl2_E1pt2,494,Male.Wild,0.086,Unknown,Male,Wild
foxl2_E1pt2,494,Male.Wild,0.093,Unknown,Male,Wild
foxl2_E1pt2,494,Male.Wild,0.084,Unknown,Male,Wild
foxl2_E1pt2,494,Male.Wild,0.04,Unknown,Male,Wild
foxl2_E1pt2,550,Male.Wild,0.153,Unknown,Male,Wild
foxl2_E1pt2,550,Male.Wild,0.093,Unknown,Male,Wild
foxl2_E1pt2,550,Male.Wild,0.099,Unknown,Male,Wild
foxl2_E1pt2,550,Male.Wild,0.091,Unknown,Male,Wild
foxl2_E1pt2,550,Male.Wild,0.068,Unknown,Male,Wild
foxl2_E1pt2,562,Male.Wild,,Unknown,Male,Wild
foxl2_E1pt2,562,Male.Wild,0.152,Unknown,Male,Wild
foxl2_E1pt2,562,Male.Wild,0.118,Unknown,Male,Wild
foxl2_E1pt2,562,Male.Wild,0.107,Unknown,Male,Wild
foxl2_E1pt2,562,Male.Wild,0.057,Unknown,Male,Wild
foxl2_E1pt2,571,Male.Wild,0.144,Unknown,Male,Wild
foxl2_E1pt2,571,Male.Wild,0.148,Unknown,Male,Wild
foxl2_E1pt2,571,Male.Wild,0.122,Unknown,Male,Wild
foxl2_E1pt2,571,Male.Wild,0.087,Unknown,Male,Wild
foxl2_E1pt2,571,Male.Wild,0.038,Unknown,Male,Wild
foxl2_E1pt2,583,Male.Wild,0.139,Unknown,Male,Wild
foxl2_E1pt2,583,Male.Wild,0.063,Unknown,Male,Wild
foxl2_E1pt2,583,Male.Wild,0.087,Unknown,Male,Wild
foxl2_E1pt2,583,Male.Wild,0.128,Unknown,Male,Wild
foxl2_E1pt2,583,Male.Wild,0.052,Unknown,Male,Wild
foxl2_E1pt2,602,Male.Wild,,Unknown,Male,Wild
foxl2_E1pt2,602,Male.Wild,0.107,Unknown,Male,Wild
foxl2_E1pt2,602,Male.Wild,0.095,Unknown,Male,Wild
foxl2_E1pt2,602,Male.Wild,0.114,Unknown,Male,Wild
foxl2_E1pt2,602,Male.Wild,0.051,Unknown,Male,Wild
foxl2_E1pt2,608,Male.Wild,0.171,Unknown,Male,Wild
foxl2_E1pt2,608,Male.Wild,0.105,Unknown,Male,Wild
foxl2_E1pt2,608,Male.Wild,0.11,Unknown,Male,Wild
foxl2_E1pt2,608,Male.Wild,0.126,Unknown,Male,Wild
foxl2_E1pt2,608,Male.Wild,0.049,Unknown,Male,Wild
foxl2_E1pt2,623,Male.Wild,0.142,Unknown,Male,Wild
foxl2_E1pt2,623,Male.Wild,0.109,Unknown,Male,Wild
foxl2_E1pt2,623,Male.Wild,0.091,Unknown,Male,Wild
foxl2_E1pt2,623,Male.Wild,0.076,Unknown,Male,Wild
foxl2_E1pt2,623,Male.Wild,0.052,Unknown,Male,Wild
foxl2_E1pt2,640,Male.Wild,,Unknown,Male,Wild
foxl2_E1pt2,640,Male.Wild,0.093,Unknown,Male,Wild
foxl2_E1pt2,640,Male.Wild,0.099,Unknown,Male,Wild
foxl2_E1pt2,640,Male.Wild,0.115,Unknown,Male,Wild
foxl2_E1pt2,640,Male.Wild,,Unknown,Male,Wild
